Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;17/03/22 16:44;SENAR-TO-DAF;Contratação de empresa Especializada em Serviços de Tecnologia da Informação;Processo criado no sistema interno NUVMANAGER com nº 598/2021, data de abertura: 30/07/2021 08:03hr;Ana Carolina de Azevedo Gevigier Emmerich;{}
