Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;25/07/22 15:46;SENAR-TO-TI;Empresa especializada na Prestação de Serviços no Software RM TOTVS compreendendo Assistência Técnica, Treinamento e Parametrizações de Sistema. ;Processo criado inicialmente no sistema interno NuvManager com número de protocolo 568/2021, data de abertura 20/07/2021 08:37hr;Tecnologia da Informação,Diretoria Administrativa e Financeira,Financeiro,Compras,Daniel Pereira Trancoso Borges,Eduardo Rocha Batista,Alain Neves Lima;{}
