Tipo;Data de autuação;Setor de autuação;Descrição;Observações do Setor;Interessados;Metadados
Contratação de Serviços;16/03/22 15:00;SENAR-TO-DAF;Serviço de criação, suporte e manutenção no site SENAR TO.;Processo criado no sistema interno NUVMANAGER com nº 1058/2021, data de abertura: 30/11/2021 08:05hr;Ana Carolina de Azevedo Gevigier Emmerich;{}
